,Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TransformedPrice
1098,1099,50,1,6000,1,2,1,3,0,0,1,8,7,6,1,4,4,6,1936,1950,0,5,6,6,3,0.0,0,2,3,3,3,3,0,672,5,0,0,672,3,2,1,4,757,567,0,1324,0,0,1,0,3,1,0,6,5,0,2,6,1936.0,1,1,240,3,3,2,0,0,0,0,0,0,3,1,0,0,7,2009,2,0,128000,11.759785542901755
1099,1100,20,4,11880,1,2,3,3,0,0,1,18,6,6,1,6,7,5,1978,1978,0,5,14,15,0,206.0,0,2,2,1,3,3,1,704,5,0,567,1271,3,2,1,4,1601,0,0,1601,0,0,2,0,3,1,0,7,5,1,3,0,1978.0,0,2,478,3,3,2,0,0,0,0,0,0,3,1,0,0,4,2009,7,3,157000,11.964001084330445
1100,1101,30,4,8400,1,2,1,2,0,0,1,5,7,6,1,6,2,5,1920,1950,0,5,5,5,3,0.0,0,2,2,3,0,3,3,290,5,0,0,290,3,2,0,0,438,0,0,438,0,0,1,0,1,1,1,3,5,0,2,6,1930.0,1,1,246,3,3,0,0,0,0,0,0,0,3,1,0,0,1,2009,2,0,60000,11.002099841204238
1101,1102,20,4,9758,1,2,3,3,0,0,1,0,7,6,1,6,5,5,1971,1971,0,5,2,6,3,0.0,0,2,2,3,3,3,0,412,4,287,251,950,3,2,1,4,950,0,0,950,0,0,1,0,3,1,0,5,5,0,2,6,1981.0,1,1,280,3,3,2,0,0,0,0,0,0,3,1,0,0,7,2007,2,0,119500,11.691071650353702
1102,1103,20,4,7000,1,2,1,3,0,0,1,0,7,6,1,6,5,7,1960,2002,0,5,5,5,0,45.0,0,2,2,3,3,3,3,588,5,0,422,1010,3,4,1,4,1134,0,0,1134,0,0,1,0,2,1,0,6,5,0,2,0,1960.0,0,1,254,3,3,2,0,16,0,0,0,0,3,2,0,0,4,2007,2,5,135000,11.813030057420567
1103,1104,20,4,8910,1,2,1,3,0,3,1,0,7,6,1,6,6,6,1959,1959,2,5,8,9,3,0.0,0,2,2,3,3,0,1,655,5,0,0,655,3,4,1,4,1194,0,0,1194,0,1,1,0,3,1,0,6,5,1,0,4,1954.0,3,2,539,3,3,2,0,0,192,0,0,0,3,1,0,0,7,2006,2,0,159500,11.979799201207037
1104,1105,160,1,2016,1,2,1,3,0,0,1,13,7,6,4,3,5,5,1970,1970,0,5,2,2,0,304.0,0,2,2,3,3,3,5,0,5,0,630,630,3,2,1,4,630,672,0,1302,0,0,2,1,3,1,0,6,5,0,2,6,1970.0,1,2,440,3,3,2,0,0,0,0,0,0,3,1,0,0,4,2007,2,0,106000,11.571194373094205
1105,1106,60,4,12256,1,2,3,3,0,3,1,16,7,6,1,3,8,5,1994,1995,0,5,2,2,0,362.0,3,2,0,4,3,4,6,1032,5,0,431,1463,3,4,1,4,1500,1122,0,2622,1,0,2,1,3,1,3,9,5,2,3,0,1994.0,0,2,712,3,3,2,186,32,0,0,0,0,3,1,0,0,4,2010,2,0,325000,12.691580461311874
1106,1107,20,4,10357,1,2,3,3,0,3,1,2,3,6,1,6,7,5,1990,1991,2,5,2,2,3,0.0,3,2,0,1,3,0,6,738,5,0,172,910,3,1,1,4,1442,0,0,1442,1,0,2,0,3,1,3,6,5,1,3,0,1990.0,3,2,719,3,3,2,0,244,0,0,0,0,3,1,0,0,5,2007,2,0,179900,12.100156419938624
1107,1108,60,4,23257,1,2,0,0,0,4,1,19,7,6,1,3,7,5,2006,2006,0,5,12,12,3,0.0,3,2,0,4,1,3,5,0,5,0,868,868,3,4,1,4,887,1134,0,2021,0,0,2,1,3,1,3,9,5,1,1,4,2006.0,0,2,422,3,3,2,0,100,0,0,0,0,3,1,0,0,9,2006,5,2,274725,12.523525876315125
1108,1109,60,4,8063,1,2,1,3,0,0,1,19,7,6,1,3,6,5,2000,2000,0,5,12,12,3,0.0,0,2,0,1,3,3,5,0,5,0,924,924,3,4,1,4,948,742,0,1690,0,0,2,1,3,1,0,7,5,1,3,0,2000.0,0,2,463,3,3,2,100,48,0,0,0,0,3,1,0,0,11,2007,2,3,181000,12.106252310247962
1109,1110,20,4,11362,1,2,3,3,0,0,1,21,7,6,1,6,8,5,2004,2005,0,5,6,6,2,42.0,3,2,0,4,3,0,6,1039,5,0,797,1836,3,4,1,4,1836,0,0,1836,1,0,2,0,3,1,3,7,5,1,1,0,2004.0,3,3,862,3,3,2,125,185,0,0,0,0,3,1,0,0,3,2009,2,0,280000,12.542544882151386
1110,1111,60,4,8000,1,2,1,3,0,0,1,19,7,6,1,3,6,5,1995,1996,0,5,2,2,3,0.0,0,2,0,1,3,3,6,219,5,0,554,773,3,1,1,4,773,885,0,1658,1,0,2,1,3,1,0,8,5,1,3,0,1995.0,3,2,431,3,3,2,224,84,0,0,0,0,3,1,0,0,6,2008,2,0,188000,12.144197241812087
1111,1112,60,4,10480,1,2,1,3,0,0,1,18,7,6,1,3,7,6,1976,1976,2,5,14,15,0,660.0,0,2,2,3,3,3,1,403,5,0,400,803,3,2,1,4,1098,866,0,1964,0,0,2,1,4,1,0,8,5,1,1,0,1976.0,0,2,483,3,3,2,0,69,0,0,0,0,3,1,0,0,9,2008,2,0,205000,12.230765258120545
1112,1113,20,4,7100,1,2,3,3,0,3,1,0,7,6,1,6,5,7,1957,1957,0,5,11,11,3,0.0,0,2,2,3,3,3,6,708,5,0,108,816,3,2,1,3,816,0,0,816,1,0,1,0,2,1,0,5,5,0,2,6,1957.0,1,1,308,3,3,2,0,0,0,0,0,0,3,1,0,0,7,2006,2,0,129900,11.77452020265869
1113,1114,20,4,8923,1,2,1,3,0,0,1,0,7,6,1,6,5,7,1953,2006,0,5,5,5,3,0.0,0,2,2,3,3,3,0,643,5,0,365,1008,3,1,1,4,1008,0,0,1008,1,0,1,0,2,1,3,6,5,0,2,0,1953.0,1,1,240,3,3,2,0,18,0,0,0,0,3,1,0,0,5,2007,2,0,134500,11.809319478024031
1114,1115,20,4,5400,1,2,1,3,0,0,1,17,7,6,1,6,5,7,1954,2000,0,5,6,6,3,0.0,0,1,2,3,3,3,3,415,5,0,418,833,3,4,1,4,833,0,0,833,0,0,1,0,2,1,3,4,5,0,2,6,1955.0,1,1,326,3,3,2,0,0,0,0,0,0,3,3,0,0,8,2006,2,0,117000,11.669929213779893
1115,1116,20,4,12085,1,2,1,3,0,0,1,21,7,6,1,6,8,5,2007,2007,2,5,12,12,2,328.0,3,2,0,4,3,3,6,1004,5,0,730,1734,3,4,1,4,1734,0,0,1734,1,0,2,0,3,1,2,7,5,1,1,0,2007.0,0,3,928,3,3,2,0,0,0,0,0,0,3,1,0,0,11,2007,5,2,318000,12.669806661762314
1116,1117,80,4,7750,1,2,1,3,0,0,1,19,7,6,1,7,8,5,2002,2002,2,5,12,12,3,0.0,3,2,0,1,3,3,6,353,5,0,55,408,3,4,1,4,779,640,0,1419,1,0,2,1,3,1,3,7,5,1,3,4,2002.0,3,2,527,3,3,2,120,0,0,0,0,0,3,1,0,0,3,2009,2,0,184100,12.123234367221169
1117,1118,20,4,9764,1,2,3,3,0,2,1,24,3,6,1,6,5,7,1967,2003,0,5,12,12,3,0.0,0,2,2,3,3,3,0,702,5,0,192,894,3,4,1,4,894,0,0,894,1,0,1,0,3,1,3,5,5,0,2,0,1967.0,0,2,450,3,3,2,0,0,0,0,0,0,3,1,0,0,5,2008,2,0,130000,11.77528972943772
1118,1119,80,4,13825,1,2,1,3,0,0,1,24,7,6,1,7,5,6,1958,1987,0,5,6,6,3,0.0,0,1,2,3,3,3,5,0,5,0,533,533,3,2,1,4,1021,580,0,1601,0,1,1,0,3,1,0,6,4,0,2,4,1958.0,0,1,300,3,3,2,280,34,0,0,0,0,3,1,0,0,12,2008,2,0,140000,11.84939770159144
1119,1120,20,4,7560,1,2,1,3,0,0,1,0,7,6,1,6,5,5,1959,1959,0,5,8,5,3,0.0,0,2,2,3,3,3,4,369,5,0,671,1040,3,2,1,3,1040,0,0,1040,0,0,1,0,3,1,0,6,5,0,2,0,1959.0,0,1,286,3,3,2,140,0,252,0,0,0,3,0,0,0,7,2006,2,0,133700,11.803353763090035
1120,1121,30,1,8263,1,2,1,2,0,0,2,20,7,6,1,6,6,5,1920,1950,0,5,8,9,3,0.0,0,2,3,3,3,3,5,0,5,0,1012,1012,3,2,1,3,1012,0,0,1012,0,0,1,0,2,1,0,6,5,1,1,6,1920.0,1,1,308,3,3,2,0,22,112,0,0,0,3,3,0,0,5,2007,2,0,118400,11.681824001432043
1121,1122,20,4,10084,1,2,1,3,0,0,1,23,7,6,1,6,7,5,2005,2006,0,5,12,12,0,196.0,3,2,0,1,3,4,6,24,5,0,1528,1552,3,4,1,4,1552,0,0,1552,0,0,2,0,3,1,3,7,5,0,2,0,2005.0,0,3,782,3,3,2,144,20,0,0,0,0,3,1,0,0,7,2006,5,2,212900,12.26857785088157
1122,1123,20,4,8926,1,2,3,3,0,3,1,14,7,6,1,6,4,3,1956,1956,0,5,3,3,3,0.0,0,2,2,3,3,3,5,0,5,0,672,672,3,4,1,3,960,0,0,960,0,0,1,0,3,1,0,5,5,0,2,1,1956.0,1,1,288,3,3,2,64,0,0,0,160,0,3,3,0,0,10,2009,7,3,112000,11.626254150277232
1123,1124,20,4,9405,1,2,1,3,0,0,1,14,7,6,1,6,5,9,1947,2008,2,5,12,12,3,0.0,0,4,2,3,3,3,5,0,5,0,698,698,3,4,1,4,698,0,0,698,0,1,1,0,2,1,0,4,5,0,2,2,1980.0,2,0,0,2,2,2,0,200,0,0,0,0,3,1,0,0,6,2009,2,0,118000,11.678439903447801
1124,1125,80,4,9125,1,2,3,3,0,0,1,19,7,6,1,7,7,5,1992,1992,0,5,2,2,0,170.0,0,2,0,1,3,3,5,0,5,0,384,384,3,1,1,4,812,670,0,1482,0,0,2,1,3,1,3,7,5,1,3,0,1992.0,3,2,392,3,3,2,100,25,0,0,0,0,3,1,0,0,7,2007,2,0,163900,12.00701176473192
1125,1126,20,4,10434,1,2,1,3,0,0,1,0,7,6,1,6,4,5,1955,1955,0,5,14,15,3,0.0,0,2,2,3,3,3,5,0,5,0,1005,1005,3,2,1,4,1005,0,0,1005,0,0,1,0,2,1,1,5,5,1,3,6,1977.0,1,2,672,0,0,2,0,0,0,0,0,0,3,1,0,0,11,2009,2,0,115000,11.652687407345388
1126,1127,120,4,3684,1,2,1,3,0,0,1,22,7,6,4,6,7,5,2007,2007,2,5,12,12,0,130.0,3,2,0,1,3,3,5,0,5,0,1373,1373,3,4,1,4,1555,0,0,1555,0,0,2,0,2,1,3,7,5,1,3,0,2007.0,3,3,660,3,3,2,143,20,0,0,0,0,3,1,0,0,6,2009,2,0,174000,12.066810578196666
1127,1128,20,4,14572,1,2,0,3,0,3,1,19,7,6,1,6,7,5,2004,2004,2,5,12,12,3,0.0,3,2,0,1,3,4,6,1300,5,0,230,1530,3,4,1,4,1530,0,0,1530,1,0,2,0,3,1,3,7,5,1,1,0,2004.0,3,3,630,3,3,2,144,36,0,0,0,0,3,1,0,0,11,2007,2,5,259000,12.464583340681674
1128,1129,60,4,11796,1,2,3,3,0,0,1,19,7,6,1,3,7,5,2004,2005,0,5,12,12,3,0.0,3,2,0,1,3,4,5,0,5,0,847,847,3,4,1,4,847,1112,0,1959,0,0,2,1,4,1,3,8,5,1,1,4,2004.0,3,2,434,3,3,2,100,48,0,0,0,0,3,1,0,0,7,2007,2,0,215000,12.2783933071098
1129,1130,90,1,7200,1,0,1,3,0,0,1,17,7,6,3,0,5,5,1980,1980,0,5,6,6,0,180.0,0,2,2,1,3,1,6,936,5,0,0,936,3,2,1,4,936,0,0,936,1,0,1,0,2,1,0,4,5,0,2,6,1980.0,1,2,672,3,3,2,49,0,0,0,0,0,3,1,0,0,8,2007,2,0,140000,11.84939770159144
1130,1131,50,4,7804,1,2,1,3,0,0,1,5,7,6,1,4,4,3,1928,1950,0,5,11,15,3,0.0,0,2,3,3,3,3,0,622,5,0,500,1122,3,2,1,4,1328,653,0,1981,1,0,2,0,4,1,3,7,4,2,3,6,1981.0,1,2,576,3,3,2,431,44,0,0,0,0,3,3,0,0,12,2009,2,0,135000,11.813030057420567
1131,1132,20,4,10712,1,2,1,3,0,0,1,9,7,6,1,6,5,5,1991,1992,0,5,2,2,3,0.0,0,2,0,1,3,0,0,212,5,0,762,974,3,2,1,4,974,0,0,974,0,0,1,0,3,1,0,5,5,0,2,2,1980.0,2,0,0,2,2,2,0,28,0,0,0,0,3,3,0,0,9,2007,4,3,93500,11.44571671527678
1132,1133,70,1,9900,1,2,1,3,0,0,1,17,7,6,1,3,6,4,1880,1950,0,5,5,5,3,0.0,0,2,3,3,3,0,5,0,5,0,1008,1008,5,2,1,4,1178,1032,0,2210,0,0,2,0,5,1,1,8,5,0,2,6,1930.0,1,1,205,0,3,0,0,48,0,0,0,0,3,1,0,0,5,2007,2,0,117500,11.67419361256635
1133,1134,60,4,9828,1,2,3,3,0,0,1,2,7,6,1,3,8,5,1995,1995,0,5,12,12,3,0.0,3,2,0,1,3,3,6,584,5,0,544,1128,3,4,1,4,1142,878,0,2020,0,0,2,1,3,1,3,8,5,1,3,0,1995.0,0,2,466,3,3,2,0,155,0,0,0,0,3,1,0,0,6,2009,2,0,239500,12.386308695833106
1134,1135,60,4,8773,1,2,3,0,0,0,1,19,7,6,1,3,6,5,1997,1997,0,5,12,12,3,0.0,0,2,0,1,3,4,5,0,5,0,916,916,3,1,1,4,916,684,0,1600,0,0,2,1,3,1,0,7,5,1,3,0,1997.0,3,2,460,3,3,2,100,38,0,0,0,0,3,1,0,0,8,2007,2,0,169000,12.037653993905211
1135,1136,30,1,6180,1,2,1,3,0,3,1,8,7,6,1,6,6,5,1926,1950,0,5,5,5,3,0.0,0,2,3,3,3,3,5,0,5,0,960,960,3,2,0,4,986,0,0,986,0,0,1,0,2,1,0,5,5,1,1,6,1926.0,1,1,180,3,3,2,0,128,0,0,0,0,3,1,0,0,5,2007,2,0,102000,11.532728092266408
1136,1137,50,4,9600,1,2,1,3,0,0,1,0,7,6,1,4,6,5,1950,1950,0,5,12,12,3,0.0,0,2,2,3,3,3,0,280,5,0,752,1032,3,2,1,3,1032,220,0,1252,0,0,1,0,3,1,0,6,5,0,2,0,1950.0,1,1,288,3,3,2,0,0,96,0,0,0,3,1,0,0,4,2008,2,3,119000,11.686878772093667
1137,1138,50,4,6342,1,2,1,3,0,0,1,24,3,6,1,4,5,8,1875,1996,0,5,12,12,3,0.0,0,1,2,3,3,3,5,0,5,0,780,780,3,1,0,4,780,240,0,1020,0,0,1,0,2,1,0,6,5,0,2,2,1980.0,2,0,0,2,2,0,0,0,176,0,0,0,3,1,0,0,5,2010,2,0,94000,11.451050061252142
1138,1139,20,4,9819,1,2,3,3,0,0,2,9,7,6,1,6,6,5,1977,1977,0,5,14,4,3,0.0,0,2,0,3,3,1,1,1567,5,0,0,1567,3,2,1,4,1567,0,0,1567,1,0,2,0,2,1,3,5,5,2,3,0,1977.0,0,2,714,3,3,2,264,32,0,0,0,0,3,1,0,0,5,2009,2,0,196000,12.185869938212655
1139,1140,30,4,8731,1,2,3,3,0,0,1,8,7,6,1,6,5,5,1920,1950,0,5,0,1,3,0.0,0,0,3,3,3,3,0,645,5,0,270,915,3,2,1,4,1167,0,0,1167,0,0,1,0,3,1,0,6,3,1,1,6,1972.0,1,2,495,3,3,2,0,0,216,0,126,0,3,1,0,0,5,2007,2,0,144000,11.877568578558138
1140,1141,20,4,7350,1,2,1,3,0,3,1,0,7,6,1,6,5,7,1951,1951,0,5,2,2,3,0.0,0,2,2,3,3,0,1,852,5,0,100,952,3,2,1,4,952,0,0,952,1,0,1,0,2,1,0,4,5,0,2,6,1988.0,1,2,840,3,3,2,0,0,0,0,0,0,3,1,0,0,6,2008,7,3,139000,11.842229212112828
1141,1142,60,4,10304,1,2,3,3,0,4,1,18,8,6,1,3,5,7,1976,1976,0,5,14,15,0,44.0,0,1,2,3,3,3,1,381,5,0,399,780,3,4,1,4,1088,780,0,1868,1,0,2,1,4,1,3,9,5,1,3,0,1976.0,1,2,484,3,3,2,448,96,0,0,0,0,3,1,0,0,10,2009,2,0,197500,12.193493863323313
1142,1143,60,4,9965,1,2,1,3,0,0,1,23,7,6,1,3,8,5,2006,2007,2,5,12,12,2,340.0,3,2,0,4,3,1,6,1150,5,0,316,1466,3,4,1,4,1466,1362,0,2828,1,0,3,0,4,1,3,11,5,1,3,4,2006.0,0,3,1052,3,3,2,125,144,0,0,0,0,3,1,0,0,4,2007,5,2,424870,12.959538518762063
1143,1144,20,4,9000,1,2,1,3,0,0,1,24,7,6,1,6,5,3,1959,1959,0,5,5,15,3,0.0,0,2,2,3,3,3,6,288,5,0,718,1006,3,2,1,4,1006,0,0,1006,0,0,1,0,3,1,0,5,5,0,2,2,1980.0,2,0,0,2,2,2,0,24,0,0,0,0,3,1,0,0,7,2008,2,0,80000,11.289781913656018
1144,1145,190,4,12180,1,2,1,3,0,0,1,14,7,6,0,4,4,4,1941,1950,0,5,6,6,3,0.0,0,0,3,1,3,3,0,348,5,0,324,672,0,0,0,3,672,252,0,924,1,0,1,0,2,1,1,5,5,0,2,6,1941.0,1,1,280,3,3,2,0,0,0,0,0,0,3,3,0,0,7,2010,2,0,80000,11.289781913656018
1145,1146,50,1,6240,1,2,1,3,0,0,1,8,7,6,1,4,5,6,1928,1950,0,5,6,6,3,0.0,0,2,3,3,3,3,5,0,5,0,1042,1042,3,4,1,4,1042,534,0,1576,0,0,1,0,3,1,0,8,5,1,1,6,1928.0,1,1,225,3,3,2,0,0,0,0,0,0,3,1,0,0,8,2006,2,5,149000,11.911701584927597
1146,1147,20,4,11200,1,2,1,3,0,0,1,2,7,6,1,6,6,5,1985,1985,0,5,5,11,0,85.0,3,2,2,1,3,3,6,1258,5,0,40,1298,3,2,1,4,1298,0,0,1298,1,0,2,0,3,1,3,5,5,1,3,0,1985.0,1,2,403,3,3,2,165,26,0,0,0,0,3,1,0,0,5,2006,2,0,180000,12.100712129872347
1147,1148,70,4,12000,1,2,1,2,0,0,1,7,7,6,1,3,7,7,1941,1950,0,5,6,6,3,0.0,0,2,2,3,3,3,3,275,5,0,429,704,3,4,1,4,860,704,0,1564,0,0,1,1,3,1,1,7,5,1,1,0,1941.0,1,1,234,3,3,2,0,0,0,0,0,0,3,1,0,0,7,2009,2,0,174500,12.069680020624618
1148,1149,50,1,5700,1,2,1,3,0,0,1,17,7,6,1,4,7,7,1926,1950,0,5,5,5,3,0.0,0,2,0,3,3,3,5,0,5,0,572,572,3,2,1,4,572,539,0,1111,0,0,1,0,2,1,0,5,5,1,1,6,1982.0,1,1,288,3,3,2,0,0,176,0,0,0,3,1,0,0,8,2008,2,0,116900,11.66907414746016
1149,1150,70,1,9000,1,2,1,3,0,0,1,17,2,6,1,3,7,9,1920,1988,2,5,12,12,3,0.0,0,1,0,3,3,3,1,624,5,0,26,650,3,4,1,4,832,650,0,1482,0,1,1,0,3,1,0,7,5,0,2,6,1930.0,1,2,324,3,3,2,0,0,0,0,0,0,3,1,0,0,7,2009,2,0,143000,11.870599909242044
1150,1151,20,4,8280,1,2,3,3,0,0,1,0,7,6,1,6,6,5,1950,1950,0,5,8,9,3,0.0,0,2,2,3,3,3,5,0,5,0,932,932,3,4,1,3,932,0,0,932,0,0,1,0,2,1,3,4,5,1,1,0,1950.0,1,1,306,3,3,2,0,0,214,0,0,0,3,4,0,0,11,2007,2,0,124000,11.728036844587175
1151,1152,20,4,17755,1,2,1,3,0,0,1,14,7,6,1,6,5,4,1959,1959,0,5,2,15,0,132.0,0,2,2,3,3,3,0,176,5,0,1290,1466,3,2,1,4,1466,0,0,1466,0,0,1,1,3,1,1,6,5,2,1,0,1959.0,3,2,528,3,3,2,0,140,0,0,100,0,3,1,0,0,11,2006,2,0,149900,11.917723684090689
1152,1153,20,4,14115,1,2,3,3,0,0,1,7,7,6,1,6,6,7,1956,2004,0,5,13,14,3,0.0,0,2,0,3,3,3,1,296,6,547,230,1073,3,4,1,4,1811,0,0,1811,0,0,1,0,2,1,2,6,5,1,1,0,1956.0,3,2,470,3,3,2,0,0,280,0,0,0,3,1,0,0,7,2006,2,3,230000,12.345834587905333
1153,1154,30,1,5890,1,2,1,3,0,3,1,20,7,6,1,6,6,8,1930,2007,0,5,5,5,3,0.0,3,1,3,3,3,4,1,538,5,0,278,816,3,4,1,4,816,0,0,816,0,0,1,0,2,1,0,5,5,0,2,6,2002.0,1,1,432,3,3,2,0,0,96,0,0,0,3,1,0,0,6,2008,2,0,120500,11.699405031912846
1154,1155,60,4,13700,1,2,3,3,0,0,1,0,7,6,1,3,7,6,1965,1988,0,5,12,12,2,288.0,0,2,2,3,3,1,1,454,5,0,410,864,3,2,1,4,902,918,0,1820,0,0,1,2,4,1,3,8,5,2,1,0,1965.0,1,2,492,3,3,2,60,84,0,0,273,0,3,4,0,0,5,2008,2,0,201800,12.215032386901646
1155,1156,20,4,10768,1,2,3,3,0,3,1,4,7,6,1,6,5,8,1976,2004,0,5,14,15,3,0.0,3,1,2,1,3,1,1,1157,5,0,280,1437,3,2,1,4,1437,0,0,1437,1,0,2,0,3,1,3,6,5,1,0,0,1976.0,0,2,528,3,3,2,0,21,0,0,180,0,3,1,0,0,7,2007,2,0,218000,12.292250341771226
1156,1157,80,4,9350,1,2,1,3,0,0,1,0,7,6,1,7,5,8,1965,1999,0,5,8,9,3,0.0,0,1,0,3,3,1,1,633,5,0,586,1219,3,1,1,4,1265,0,0,1265,0,1,2,0,3,1,3,6,5,1,1,0,1965.0,0,2,502,3,3,2,0,92,0,96,0,0,3,3,0,0,10,2008,2,0,179900,12.100156419938624
1157,1158,120,4,5001,1,2,3,3,0,0,1,21,7,6,2,6,7,5,2007,2008,0,5,12,12,2,166.0,3,2,0,1,3,3,6,904,5,0,410,1314,3,4,1,4,1314,0,0,1314,1,0,2,0,2,1,3,6,5,1,1,0,2008.0,0,2,626,3,3,2,172,62,0,0,0,0,3,1,0,0,7,2009,2,0,230000,12.345834587905333
1158,1159,20,4,11932,1,2,1,3,0,2,1,12,3,6,1,6,8,5,2007,2008,0,5,12,12,2,186.0,3,2,0,1,3,3,5,0,5,0,1580,1580,3,4,1,4,1580,0,0,1580,0,0,2,0,3,1,3,7,5,0,2,0,2008.0,0,3,830,3,3,2,0,24,0,0,0,0,3,1,0,0,6,2008,8,2,235128,12.367885325692589
1159,1160,60,4,9120,1,2,1,3,0,0,1,18,7,6,1,3,6,6,1974,1974,2,5,2,2,0,270.0,3,2,2,3,3,3,1,442,5,0,459,901,3,2,1,4,943,933,0,1876,0,0,2,1,4,1,3,8,5,1,3,0,1974.0,0,2,540,1,3,2,0,69,0,0,0,0,3,1,0,0,7,2008,2,0,185000,12.128111104060462
1160,1161,160,4,2280,1,2,1,3,0,0,1,3,7,6,2,3,6,5,1978,1978,0,5,14,13,3,0.0,0,2,2,1,3,3,1,311,5,0,544,855,3,0,1,4,855,601,0,1456,0,0,2,1,3,1,0,7,5,1,3,0,1978.0,1,2,440,3,3,2,26,0,0,0,0,0,3,1,0,0,7,2010,2,0,146000,11.891361900690473
1161,1162,20,4,14778,1,2,3,1,0,4,1,7,8,6,1,6,6,7,1954,2006,2,5,2,2,0,72.0,3,2,2,3,3,3,0,728,5,0,568,1296,3,4,1,4,1640,0,0,1640,1,0,1,0,3,1,3,7,5,1,1,6,1993.0,1,2,924,3,3,2,108,0,0,216,0,0,3,1,0,0,11,2008,2,0,224000,12.319401330837177
1162,1163,20,4,8724,1,2,1,3,0,0,1,24,7,6,1,6,5,5,1968,1968,0,5,12,12,3,0.0,0,2,2,1,3,3,0,492,5,0,402,894,3,1,1,4,894,0,0,894,0,0,1,0,3,1,0,5,5,1,4,0,1968.0,3,2,450,3,3,2,0,0,0,0,0,0,3,1,0,0,5,2007,2,0,129000,11.76756768334381
1163,1164,90,4,12900,1,2,1,3,0,0,1,24,3,6,3,0,4,4,1969,1969,0,5,14,15,3,0.0,0,2,2,1,3,4,6,1198,5,0,0,1198,3,2,1,4,1258,0,0,1258,2,0,0,2,0,2,0,6,5,0,2,3,1969.0,1,2,400,0,3,2,120,0,0,0,0,0,3,1,0,0,1,2008,2,4,108959,11.598726943661342
1164,1165,80,4,16157,1,2,3,3,0,2,1,4,3,6,1,7,5,7,1978,1978,0,5,14,15,3,0.0,0,2,0,1,3,1,1,680,3,391,289,1360,3,4,1,4,1432,0,0,1432,1,0,1,1,2,1,3,5,5,1,3,0,1978.0,1,2,588,3,3,2,168,180,0,0,0,0,3,1,0,0,6,2007,2,0,194000,12.175613438045465
1165,1166,20,4,9541,1,2,3,3,0,0,1,21,7,6,1,6,7,5,2009,2009,0,5,12,12,2,268.0,3,2,0,1,3,3,5,0,5,0,1502,1502,3,4,1,4,1502,0,0,1502,0,0,2,0,3,1,3,7,5,0,2,0,2009.0,0,2,644,3,3,2,0,114,0,0,0,0,3,1,0,0,9,2009,5,2,233170,12.359523080243038
1166,1167,20,4,10475,1,2,3,3,0,3,1,23,7,6,1,6,8,5,2008,2008,0,5,12,12,2,72.0,3,2,0,1,3,4,5,0,5,0,1694,1694,3,4,1,4,1694,0,0,1694,0,0,2,0,3,1,3,7,5,0,2,0,2008.0,0,3,776,3,3,2,160,33,0,0,0,0,3,1,0,0,2,2010,2,0,245350,12.41044104151805
1167,1168,60,4,10852,1,2,3,3,0,0,1,19,6,6,1,3,6,5,2000,2000,0,5,12,12,3,0.0,0,2,0,1,3,3,6,786,5,0,173,959,3,4,1,4,959,712,0,1671,1,0,2,1,3,1,0,7,5,1,3,0,2000.0,3,2,472,3,3,2,0,38,0,0,0,0,3,1,0,0,2,2006,2,0,173000,12.061046873479915
1168,1169,70,4,13728,1,2,1,3,0,3,1,14,7,6,1,3,6,7,1935,1986,2,5,0,1,3,0.0,0,2,2,3,3,3,3,626,5,0,501,1127,3,4,1,4,1236,872,0,2108,0,0,2,0,4,1,3,7,5,2,3,1,1935.0,1,2,540,3,3,2,0,0,0,0,90,0,3,1,0,0,7,2008,2,0,235000,12.367340793126296
1169,1170,60,4,35760,1,2,3,3,0,4,1,16,7,6,1,3,10,5,1995,1996,2,5,2,2,0,1378.0,3,1,0,4,3,1,6,1387,5,0,543,1930,3,4,1,4,1831,1796,0,3627,1,0,3,1,4,1,3,10,5,1,3,0,1995.0,3,3,807,3,3,2,361,76,0,0,0,0,3,1,0,0,7,2006,2,0,625000,13.345506928718539
